OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Hospitalization_Rate,Testing_Rate
155,New Caledonia,France,1610296229000,-20.904305,165.618042,40,0,40,0,,14.0109495570789,,,0,540,NCL,,
149,Greenland,Denmark,1610296229000,71.7069,-42.6043,29,0,28,1,,51.0815190586909,,,0,304,GRL,,
583,Falkland Islands (Malvinas),United Kingdom,1610296229000,-51.7963,-59.5236,29,0,27,2,,832.615561297732,,,0,238,FLK,,
55,Northwest Territories,Canada,1610296229000,64.8255,-124.8457,24,0,24,0,,53.4473543559594,,,0,12406,CAN,,
103,Qinghai,China,1610296229000,35.7452,95.9956,18,0,18,0,,0.298507462686567,,,0,15621,CHN,,
158,Saint Pierre and Miquelon,France,1610296229000,46.8852,-56.3159,16,0,15,1,,276.100086281277,,,0,666,SPM,,
577,Anguilla,United Kingdom,1610296229000,18.2206,-63.0686,15,0,13,2,,99.9866684442074,,,0,660,AIA,,
51,Grand Princess,Canada,1610296229000,,,13,0,13,0,,,,,0,12414,CAN,,
61,Repatriated Travellers,Canada,1610296229000,,,13,0,13,0,,,,,0,,,,
586,Montserrat,United Kingdom,1610296229000,16.742498,-62.187366,13,1,12,0,,260.05201040208,,,7.69230769230769,500,MSR,,
280,Unknown,Japan,1610296229000,,,8,0,8,0,,,,,0,39249,JPN,,
160,Wallis and Futuna,France,1610296229000,-14.2938,-178.1165,4,0,1,3,,26.1626005624959,,,0,876,WLF,,
110,Tibet,China,1610296229000,31.6927,88.0924,1,0,1,0,,0.0290697674418605,,,0,15628,CHN,,
